"0.280547","0.272816","0.272356","0.264705","0.282506","0.296385","0.304670","0.298685",
"0.332645","0.333284","0.343998","0.346739","0.356156","0.360097","0.357835","0.345493",
"0.346396","0.358980","0.366764","0.357804","0.350641","0.328701","0.319683","0.328066",
"0.335858","0.330313","0.348124","0.361338","0.373934","0.369742","0.355652","0.344532",
"0.326369","0.335254","0.356709","0.363694","0.364617","0.345197","0.328812","0.325028",
"0.358492","0.374078","0.385063","0.379349","0.376932","0.358833","0.348713","0.346220",
"0.302478","0.305605","0.322278","0.329876","0.335979","0.330639","0.329525","0.315724",
"0.327652","0.334021","0.356012","0.360999","0.358302","0.346507","0.342355","0.336279",
"0.319716","0.344953","0.368366","0.377899","0.376348","0.363310","0.346512","0.325681",
"0.371628","0.377671","0.381798","0.359091","0.340346","0.320526","0.332935","0.358182",
"0.345459","0.354962","0.351746","0.343172","0.344052","0.339696","0.337145","0.339466",
"0.355054","0.375932","0.383819","0.367945","0.346777","0.321851","0.316780","0.327220",
"0.336593","0.334595","0.347442","0.360386","0.384383","0.387083","0.373424","0.352845",
"0.353265","0.333389","0.315916","0.306304","0.315356","0.327992","0.340823","0.355934",
"0.342855","0.343830","0.352681","0.346264","0.341999","0.332632","0.334694","0.342812",
"0.376900","0.376526","0.360137","0.334883","0.338145","0.346931","0.354678","0.366614",
"0.337322","0.349165","0.351208","0.340115","0.333134","0.327545","0.329445","0.333474",
"0.358025","0.357879","0.362520","0.360318","0.371239","0.370850","0.364613","0.363610",
"0.336989","0.347439","0.355499","0.352733","0.354870","0.343362","0.335191","0.331145",
"0.359074","0.383499","0.384630","0.364617","0.340512","0.316039","0.307391","0.326063",
"0.340632","0.348050","0.350136","0.341869","0.338546","0.345002","0.346391","0.337212",
"0.344918","0.340153","0.333229","0.323097","0.334645","0.345945","0.353788","0.351609",
"0.322218","0.332844","0.337789","0.332421","0.332192","0.328423","0.321134","0.319892",
"0.360390","0.353539","0.360294","0.360122","0.355455","0.347258","0.354444","0.363549",
"0.351346","0.356945","0.357041","0.339338","0.334546","0.334942","0.338773","0.344490",
"0.346989","0.338918","0.347257","0.347517","0.349810","0.352362","0.358069","0.359777",
"0.343172","0.336086","0.336382","0.325782","0.324791","0.331487","0.343972","0.352202",
"0.356630","0.357290","0.366816","0.361346","0.359927","0.369724","0.373796","0.368681",
"0.322180","0.333141","0.363084","0.371751","0.372220","0.357777","0.347165","0.331167",
"0.347868","0.357590","0.352430","0.336174","0.340022","0.337287","0.336326","0.335275",
"0.359673","0.359127","0.356309","0.337985","0.330378","0.331390","0.339126","0.354150",
"0.352235","0.343454","0.335296","0.330792","0.340116","0.351590","0.362290","0.364094",
"0.349433","0.358163","0.364178","0.359611","0.356670","0.344490","0.332643","0.340314",
"0.346362","0.343059","0.336904","0.325328","0.326409","0.318969","0.321406","0.339144",
"0.333932","0.341758","0.353356","0.358644","0.373920","0.367685","0.350785","0.336997",
"0.337796","0.344177","0.351952","0.347548","0.354771","0.352625","0.342250","0.339576",
"0.357848","0.357010","0.355625","0.348214","0.351834","0.359654","0.359818","0.357575",
"0.349805","0.356634","0.353777","0.337237","0.345256","0.344500","0.337104","0.337844",
"0.306796","0.310066","0.315704","0.316193","0.326018","0.320648","0.315223","0.309484",
"0.370853","0.368239","0.347063","0.331361","0.333189","0.336292","0.346110","0.359707",
"0.323985","0.339608","0.357910","0.355954","0.338416","0.312571","0.301741","0.312508",
"0.336279","0.326878","0.323316","0.319164","0.332283","0.339818","0.346266","0.346527",
"0.343483","0.337985","0.346665","0.351269","0.360038","0.369072","0.364850","0.356319",
"0.330704","0.337726","0.350655","0.356265","0.360679","0.357995","0.345771","0.333073",
"0.371345","0.364495","0.357123","0.355727","0.362672","0.356495","0.354985","0.366068",
"0.365235","0.347398","0.334468","0.329082","0.342627","0.363291","0.378939","0.378592",
"0.315834","0.332350","0.350838","0.352984","0.351249","0.337503","0.317343","0.307544",
"0.343965","0.354743","0.375478","0.379250","0.373381","0.355219","0.346324","0.341259",
"0.364378","0.368741","0.361222","0.337291","0.332520","0.332000","0.333120","0.347808",
"0.322006","0.344989","0.367439","0.364206","0.347809","0.323661","0.309148","0.312328",
"0.324691","0.326446","0.348921","0.362310","0.382554","0.388397","0.372770","0.347609",
"0.341593","0.341352","0.351651","0.362439","0.383376","0.385549","0.367463","0.347363",
"0.357299","0.361387","0.365455","0.364900","0.369585","0.367175","0.358434","0.357323",
"0.336869","0.342462","0.353501","0.349773","0.338321","0.325815","0.326724","0.336793",
"0.367519","0.354018","0.338554","0.324620","0.327608","0.337910","0.353147","0.365800",
"0.330860","0.332886","0.328929","0.321973","0.324785","0.324429","0.327586","0.329727",
"0.335569","0.330705","0.336268","0.336198","0.343858","0.346126","0.342606","0.340492",
"0.357382","0.345110","0.342902","0.338446","0.348681","0.364064","0.369055","0.364217",
"0.349055","0.345939","0.344905","0.331202","0.318550","0.310010","0.315682","0.339068",
"0.341994","0.344585","0.351312","0.339177","0.335641","0.327675","0.331257","0.338222",
"0.350828","0.368434","0.387842","0.381791","0.359704","0.321654","0.311819","0.329338",
"0.340936","0.365247","0.381588","0.365272","0.341167","0.316610","0.305054","0.319220",
"0.342963","0.338749","0.335236","0.325996","0.337124","0.339119","0.331619","0.338106",
"0.326373","0.329892","0.335821","0.327581","0.328913","0.336964","0.338021","0.329843",
"0.344446","0.346069","0.357290","0.359863","0.363905","0.362990","0.359979","0.351941",
"0.364407","0.369720","0.380506","0.372696","0.356208","0.342830","0.346198","0.358114",
"0.329063","0.318559","0.323252","0.330772","0.356420","0.373904","0.367768","0.349937",
"0.323986","0.317268","0.322890","0.331115","0.353489","0.367309","0.358703","0.343170",
"0.339708","0.330130","0.338673","0.343912","0.363236","0.373378","0.372640","0.364580",
"0.350703","0.335606","0.329646","0.334426","0.350936","0.347554","0.348972","0.353412",
"0.320960","0.328993","0.350658","0.353666","0.353649","0.335324","0.320394","0.320660",
"0.340282","0.337693","0.334384","0.322766","0.328635","0.336884","0.344574","0.343212",
"0.326094","0.327004","0.335533","0.343915","0.364464","0.365819","0.357902","0.342645",
"0.386094","0.398674","0.393492","0.360116","0.336905","0.326658","0.338802","0.367397",
"0.334666","0.332334","0.326824","0.307175","0.297854","0.296848","0.315205","0.335178",
"0.381202","0.361503","0.342351","0.338084","0.352128","0.376274","0.395055","0.396338",
"0.352090","0.343322","0.363761","0.382155","0.403118","0.405313","0.391429","0.372581",
"0.345734","0.363995","0.376530","0.363359","0.376431","0.378896","0.365604","0.344721",
"0.373905","0.365034","0.350295","0.334413","0.335820","0.339679","0.356174","0.370647",
"0.351313","0.354674","0.356684","0.359266","0.371980","0.375628","0.372614","0.364581",
"0.329528","0.329372","0.329810","0.333117","0.331791","0.318362","0.314871","0.322965",
"0.339400","0.361406","0.386505","0.391217","0.387765","0.362968","0.340403","0.331306",
"0.325764","0.338008","0.353112","0.354539","0.357450","0.357232","0.341564","0.329139",
"0.363503","0.361484","0.354570","0.334303","0.325787","0.332306","0.342374","0.354276",
"0.348841","0.350872","0.358247","0.350402","0.346426","0.351112","0.359007","0.355009",
"0.306995","0.296677","0.308706","0.327389","0.352798","0.364661","0.357895","0.334711",
"0.342798","0.340394","0.341854","0.341121","0.352061","0.350923","0.346928","0.345001",
"0.354920","0.356472","0.361359","0.351122","0.359399","0.366129","0.370786","0.367282",
"0.324485","0.331057","0.353340","0.361875","0.381948","0.382431","0.361355","0.337947",
"0.358227","0.340736","0.322823","0.311628","0.321703","0.336701","0.354454","0.362235",
"0.335963","0.332176","0.338661","0.335700","0.335788","0.338939","0.336727","0.340284",
"0.321769","0.332009","0.347038","0.345661","0.337065","0.314892","0.304547","0.308547",
"0.332543","0.325880","0.330647","0.333637","0.334801","0.337722","0.341362","0.341422",
"0.347343","0.355010","0.361175","0.353700","0.354752","0.359283","0.360649","0.357858",
"0.355577","0.342496","0.320075","0.300722","0.308360","0.322942","0.338255","0.353940",
"0.322453","0.330341","0.338325","0.339115","0.339471","0.332733","0.322447","0.316445",
"0.338245","0.324114","0.324658","0.331177","0.346815","0.348850","0.344836","0.343661",
"0.324832","0.328954","0.344149","0.361939","0.378306","0.375337","0.359222","0.341491",
"0.368837","0.385125","0.400040","0.393339","0.385541","0.364820","0.356158","0.356539",
"0.324877","0.321879","0.334725","0.339730","0.342908","0.346863","0.344846","0.338803",
"0.338934","0.322743","0.319280","0.323438","0.344087","0.356075","0.361694","0.354518",
"0.336992","0.340397","0.354704","0.359995","0.369269","0.363032","0.350935","0.342697",
"0.332936","0.329713","0.334770","0.334219","0.334505","0.324529","0.323158","0.329297",
"0.353001","0.359015","0.382920","0.394377","0.394455","0.373010","0.351829","0.349293",
"0.312068","0.319136","0.324305","0.325031","0.329298","0.326861","0.320497","0.316028",
"0.350771","0.328549","0.325459","0.326933","0.347096","0.358993","0.368303","0.367021",
"0.303673","0.307860","0.327599","0.340749","0.339953","0.326165","0.314289","0.308909",
"0.354231","0.363345","0.372685","0.368052","0.364328","0.356431","0.356355","0.349563",
"0.320336","0.313971","0.325927","0.336535","0.349274","0.355847","0.349334","0.338305",
"0.351804","0.358087","0.360532","0.356566","0.357529","0.349474","0.347880","0.353822",
"0.323065","0.319015","0.331174","0.337378","0.351582","0.363110","0.364738","0.350499",
"0.342096","0.356453","0.355333","0.332463","0.312414","0.299633","0.307722","0.326798",
"0.358318","0.349003","0.341247","0.336300","0.341662","0.346767","0.348464","0.356636",
"0.347145","0.338229","0.348033","0.360767","0.371240","0.365493","0.354213","0.355401",
"0.370394","0.381173","0.381915","0.366614","0.354631","0.331602","0.333256","0.358415",
"0.334839","0.341568","0.351676","0.345510","0.337422","0.329446","0.328858","0.330030",
"0.335467","0.334465","0.339414","0.330874","0.338334","0.340482","0.340299","0.337677",
"0.353386","0.362635","0.363961","0.347698","0.340395","0.341301","0.337768","0.342892",
"0.364472","0.358738","0.350024","0.351530","0.367522","0.378638","0.378121","0.375192",
"0.345457","0.334118","0.333466","0.338308","0.347726","0.352894","0.359988","0.359392",
"0.338146","0.331637","0.338895","0.341789","0.351707","0.355994","0.358738","0.353968",
"0.359270","0.364942","0.367724","0.366491","0.373277","0.371095","0.366117","0.360919",
"0.317176","0.332537","0.344281","0.347135","0.355332","0.357454","0.342269","0.325247",
"0.344316","0.340196","0.334100","0.320776","0.313354","0.320364","0.336614","0.346644",
"0.348479","0.361115","0.370984","0.362652","0.356220","0.346135","0.343423","0.342006",
"0.359247","0.354848","0.349480","0.341444","0.344659","0.352994","0.361421","0.363704",
"0.333755","0.338671","0.342294","0.331933","0.334305","0.330550","0.326591","0.330871",
"0.325049","0.327834","0.338551","0.337671","0.340062","0.334498","0.335984","0.332793",
"0.323509","0.323283","0.326378","0.323987","0.334250","0.347076","0.346139","0.335796",
"0.357507","0.345426","0.336168","0.339510","0.355277","0.361926","0.368451","0.367753",
"0.335715","0.338515","0.336806","0.326134","0.325022","0.328961","0.333839","0.335864",
"0.343753","0.358698","0.362971","0.350922","0.342007","0.328298","0.315163","0.319445",
"0.338083","0.329711","0.327712","0.315631","0.313862","0.321266","0.330739","0.341467",
"0.362139","0.367049","0.373778","0.359928","0.355440","0.353257","0.354190","0.359611",
"0.335427","0.333851","0.337186","0.330993","0.331808","0.338281","0.343916","0.345639",
"0.337910","0.341940","0.354850","0.360605","0.366141","0.364596","0.355161","0.338380",
"0.348092","0.346758","0.349936","0.351062","0.354091","0.355298","0.356657","0.351852",
"0.329259","0.337771","0.355718","0.357449","0.359630","0.352085","0.343374","0.333706",
